,PARKING_SPACE_ID,POST_ID,STREET_NAME,shape
21672,156750,590-01120,OAK ST,POINT (-122.421364 37.775238)
21673,159240,445-05240,GREEN ST,POINT (-122.40805 37.799667)
21674,157851,363-04200,COLUMBUS AVE,POINT (-122.40838 37.799164)
21675,157410,700-08240,VALENCIA ST,POINT (-122.421455 37.759407)
21676,161705,614-09190,POST ST,POINT (-122.41728 37.78709)
21677,147049,384-17270,DIVISADERO ST,POINT (-122.44011 37.785954)
21678,141598,669-07580,STANYAN ST,POINT (-122.453186 37.767963)
21679,153323,443-00320,GOUGH ST,POINT (-122.42124 37.77261)
21680,150317,354-23070,CHESTNUT ST,POINT (-122.44148 37.800083)
21681,157168,700-07730,VALENCIA ST,POINT (-122.42132 37.760284)
21682,161237,325-04300,BAY ST,POINT (-122.41479 37.80554)
21683,147219,440-22370,GEARY BLVD,POINT (-122.44087 37.782986)
21684,156379,219-34290,19TH ST,POINT (-122.42042 37.76011)
21687,157865,869-05220,TERRY A FRANCOIS BLVD,POINT (-122.386444 37.77016)
21688,150817,415-24120,FILLMORE ST,POINT (-122.43439 37.792007)
21689,164011,215-01100,15TH ST,POINT (-122.402336 37.76745)
21690,158129,470-14350,HOWARD ST,POINT (-122.41509 37.773342)
21691,160295,324-12250,BATTERY ST,POINT (-122.40195 37.802742)
21692,148578,493-13100,ILLINOIS ST,POINT (-122.38711 37.755085)
21693,164144,467-01130,HICKORY ST,POINT (-122.42163 37.775585)
21694,158435,726-00110,WALLER ST,POINT (-122.42402 37.771957)
21695,158869,612-18050,POLK ST,POINT (-122.421326 37.79343)
21698,152994,446-03230,GROVE ST,POINT (-122.42232 37.777847)
21700,154195,701-01110,VAN NESS AVE,POINT (-122.41973 37.776756)
21701,148562,684-06270,TOWNSEND ST,POINT (-122.40197 37.771427)
21702,153794,402-03200,ELM ST,POINT (-122.42309 37.781193)
21703,156980,211-02380,11TH ST,POINT (-122.41464 37.772247)
21704,160701,614-11190,POST ST,POINT (-122.42055 37.786663)
21706,161468,400-05300,EDDY ST,POINT (-122.41691 37.78344)
21707,160004,585-05050,NORTH POINT ST,POINT (-122.41568 37.80624)
21709,158313,222-32130,22ND ST,POINT (-122.41933 37.75534)
21710,163981,568-16800,MISSION ST,POINT (-122.41979 37.77081)
21711,146305,722-16220,WEBSTER ST,POINT (-122.43132 37.78603)
21712,159072,855-00350,LOMBARD ST,POINT (-122.40275 37.80403)
21713,157678,363-08380,COLUMBUS AVE,POINT (-122.41336 37.802612)
21714,161790,325-04020,BAY ST,POINT (-122.41379 37.80566)
21715,164684,666-24090,SUTTER ST,POINT (-122.440254 37.785137)
21716,150742,526-02240,KANSAS ST,POINT (-122.40378 37.766552)
21718,140832,569-22520,MARKET ST,POINT (-122.43252 37.76483)
21720,148790,209-04260,09TH ST,POINT (-122.40942 37.771893)
21721,132464,389-01090,DIVISION ST,POINT (-122.404274 37.769684)
21723,164039,440-17200,GEARY BLVD,POINT (-122.43208 37.784664)
21725,157599,857-17250,MONTGOMERY ST,POINT (-122.40527 37.80503)
21726,145637,691-21180,UNION ST,POINT (-122.43452 37.797268)
21727,156562,568-14290,MISSION ST,POINT (-122.41665 37.77457)
21728,145741,549-21130,LOMBARD ST,POINT (-122.43653 37.799664)
21729,161675,593-09170,OFARRELL ST,POINT (-122.42018 37.78482)
21730,159378,845-04410,ILLINOIS ST,POINT (-122.38794 37.76563)
21731,141517,352-04090,CASTRO ST,POINT (-122.43443 37.761856)
21732,159837,562-24100,MASON ST,POINT (-122.4136 37.80601)
21734,150750,413-22050,FILBERT ST,POINT (-122.43591 37.79793)
21735,157178,568-24260,MISSION ST,POINT (-122.41905 37.75777)
21736,156262,384-06120,DIVISADERO ST,POINT (-122.43777 37.775417)
21737,160326,616-14080,POWELL ST,POINT (-122.41024 37.797745)
21738,161090,325-05300,BAY ST,POINT (-122.41635 37.805347)
21739,146372,419-12070,FRANKLIN ST,POINT (-122.423164 37.785767)
21740,140318,352-04190,CASTRO ST,POINT (-122.43465 37.761604)
21741,150086,209-05110,09TH ST,POINT (-122.40806 37.771053)
21742,149652,222-10140,22ND ST,POINT (-122.39175 37.757767)
21743,145860,350-24410,CALIFORNIA ST,POINT (-122.43511 37.788654)
21745,150508,491-10450,INDIANA ST,POINT (-122.39102 37.756905)
21748,153663,614-22270,POST ST,POINT (-122.439 37.784332)
21749,159102,444-14310,GRANT AVE,POINT (-122.4076 37.800526)
21750,148816,474-01020,HENRY ADAMS ST,POINT (-122.403946 37.76847)
21751,154360,612-01070,POLK ST,POINT (-122.418175 37.777775)
21752,159227,447-01160,GREENWICH ST,POINT (-122.40251 37.80323)
21753,158721,585-02080,NORTH POINT ST,POINT (-122.4109 37.806976)
21754,156643,211-02150,11TH ST,POINT (-122.41504 37.77279)
21756,149992,607-33040,PIERCE ST,POINT (-122.439445 37.800606)
21757,159747,573-01090,ALICE B TOKLAS PL,POINT (-122.41999 37.785355)
21759,132345,552-07410,LONG BRIDGE ST,POINT (-122.394196 37.7711)
21760,157225,569-19150,MARKET ST,POINT (-122.42514 37.770306)
21761,147278,401-09230,ELLIS ST,POINT (-122.42195 37.783638)
21762,160142,612-21150,POLK ST,POINT (-122.42191 37.79633)
21763,157320,221-32060,21ST ST,POINT (-122.41928 37.757053)
21764,150014,216-29110,16TH ST,POINT (-122.41797 37.76508)
21765,141018,611-03390,PARNASSUS AVE,POINT (-122.45584 37.76397)
21766,159740,440-06280,GEARY ST,POINT (-122.41425 37.78665)
21767,150614,470-16590,HOWARD ST,POINT (-122.41753 37.770214)
21768,149811,330-09410,BRANNAN ST,POINT (-122.40633 37.770443)
21769,146257,614-18080,POST ST,POINT (-122.431816 37.785378)
21771,146976,614-12200,POST ST,POINT (-122.42236 37.78657)
21772,154018,701-00230,VAN NESS AVE,POINT (-122.41958 37.776016)
21774,162815,614-11200,POST ST,POINT (-122.42054 37.786797)
21775,152976,415-12240,FILLMORE ST,POINT (-122.4322 37.781166)
21776,160886,546-03160,LEAVENWORTH ST,POINT (-122.41426 37.784286)
21777,150752,415-31280,FILLMORE ST,POINT (-122.43577 37.79885)
21778,132197,339-04480,BERRY ST,POINT (-122.39913 37.77131)
21781,157306,700-04040,VALENCIA ST,POINT (-122.42212 37.76635)
21782,146599,691-19150,UNION ST,POINT (-122.4311 37.797577)
21784,145666,691-21140,UNION ST,POINT (-122.43444 37.79728)
21785,152914,590-00240,OAK ST,POINT (-122.42006 37.775406)
21786,159901,401-06340,ELLIS ST,POINT (-122.41722 37.78436)
21788,160646,612-11050,POLK ST,POINT (-122.42004 37.78705)
21789,145938,415-33210,FILLMORE ST,POINT (-122.43622 37.8004)
21790,153345,210-00550,10TH ST,POINT (-122.41611 37.775555)
21792,147248,724-01450,WILLOW ST,POINT (-122.42042 37.78339)
21793,158330,220-35070,20TH ST,POINT (-122.41946 37.758556)
21794,160216,363-09070,COLUMBUS AVE,POINT (-122.41409 37.802902)
21796,152547,415-14050,FILLMORE ST,POINT (-122.4326 37.782505)
21797,149879,331-16040,BRYANT ST,POINT (-122.41066 37.766678)
21798,147071,614-17031,POST ST,POINT (-122.42996 37.785477)
21800,157344,214-03330,14TH ST,POINT (-122.42131 37.76813)
21801,156789,700-03180,VALENCIA ST,POINT (-122.42224 37.767628)
21802,158331,222-32040,22ND ST,POINT (-122.41904 37.75547)
21803,159088,869-05020,TERRY A FRANCOIS BLVD,POINT (-122.386086 37.770344)
21804,156420,222-31390,22ND ST,POINT (-122.41814 37.755413)
21805,158553,705-15030,VALLEJO ST,POINT (-122.42214 37.796814)
21807,164664,691-21040,UNION ST,POINT (-122.4341 37.79732)
21808,160524,593-09150,OFARRELL ST,POINT (-122.42011 37.78483)
21809,149637,491-08180,INDIANA ST,POINT (-122.39143 37.759747)
21810,153211,467-00230,HICKORY ST,POINT (-122.42046 37.775734)
21811,164063,686-08030,TURK ST,POINT (-122.42246 37.78166)
21812,146668,592-27230,OCTAVIA ST,POINT (-122.42891 37.79761)
21813,132428,389-00100,DIVISION ST,POINT (-122.40279 37.76991)
21814,164112,384-07300,DIVISADERO ST,POINT (-122.438034 37.77673)
21815,157484,326-06350,BEACH ST,POINT (-122.420074 37.806644)
21816,158642,612-23160,POLK ST,POINT (-122.42214 37.798256)
21817,145969,350-24620,CALIFORNIA ST,POINT (-122.43504 37.7892)
21818,157775,363-04050,COLUMBUS AVE,POINT (-122.40818 37.79881)
21819,157922,443-01270,GOUGH ST,POINT (-122.422646 37.774853)
21820,146591,350-24170,CALIFORNIA ST,POINT (-122.43518 37.78901)
21821,141728,218-40061,18TH ST,POINT (-122.43409 37.760994)
21822,141489,352-05130,CASTRO ST,POINT (-122.43484 37.760406)
21823,160890,681-04190,TAYLOR ST,POINT (-122.411514 37.78658)
21825,156966,568-20320,MISSION ST,POINT (-122.419655 37.764065)
21826,141542,611-03770,PARNASSUS AVE,POINT (-122.45719 37.763584)
21829,150698,667-01570,SOUTH VAN NESS AVE,POINT (-122.41794 37.771446)
21830,149629,223-08030,23RD ST,POINT (-122.3883 37.755318)
21831,159256,869-05480,TERRY A FRANCOIS BLVD,POINT (-122.38636 37.76937)
21832,161317,326-07280,BEACH ST,POINT (-122.421684 37.806576)
21833,153807,308-00060,BOSWELL ST,POINT (-122.43378 37.784645)
21834,162983,666-23120,SUTTER ST,POINT (-122.43872 37.785442)
21835,140610,569-19290,MARKET ST,POINT (-122.42531 37.770176)
21836,132360,204-14090,04TH ST,POINT (-122.39099 37.770264)
21837,140256,700-10190,VALENCIA ST,POINT (-122.420944 37.75632)
21838,146152,614-13260,POST ST,POINT (-122.42424 37.786335)
21839,152986,415-10150,FILLMORE ST,POINT (-122.43191 37.77908)
21840,146054,666-23110,SUTTER ST,POINT (-122.43864 37.785343)
21841,158582,836-00180,FRANCISCO ST,POINT (-122.4061 37.805653)
21842,153846,442-07450,GOLDEN GATE AVE,POINT (-122.42351 37.780563)
21843,160049,326-04060,BEACH ST,POINT (-122.415955 37.807285)
21846,150282,306-20040,ALAMEDA ST,POINT (-122.40507 37.76857)
21847,159780,440-09130,GEARY ST,POINT (-122.41869 37.785954)
21849,161067,363-12260,COLUMBUS AVE,POINT (-122.41802 37.805843)
21850,132172,208-06350,08TH ST,POINT (-122.4046 37.77072)
21851,150736,526-02150,KANSAS ST,POINT (-122.40363 37.766914)
21852,164666,691-17460,UNION ST,POINT (-122.42877 37.798)
21853,140258,700-10490,VALENCIA ST,POINT (-122.42088 37.75572)
21854,146004,415-23050,FILLMORE ST,POINT (-122.4343 37.790928)
21855,153089,419-03210,FRANKLIN ST,POINT (-122.42152 37.77764)
21856,150117,692-01400,UTAH ST,POINT (-122.40682 37.767883)
21857,161376,472-02230,HYDE ST,POINT (-122.41587 37.783176)
21859,146887,384-19070,DIVISADERO ST,POINT (-122.44039 37.787365)
21861,153558,701-05160,VAN NESS AVE,POINT (-122.42019 37.78065)
21862,156921,470-15540,HOWARD ST,POINT (-122.41675 37.772068)
21863,157196,568-23220,MISSION ST,POINT (-122.41922 37.759525)
21864,153035,464-05080,HAYES ST,POINT (-122.42503 37.776676)
21866,159110,444-15170,GRANT AVE,POINT (-122.40772 37.80113)
21867,146736,701-13050,VAN NESS AVE,POINT (-122.42194 37.787735)
21868,141047,667-12090,SOUTH VAN NESS AVE,POINT (-122.416275 37.753677)
21869,158627,327-14270,BROADWAY,POINT (-122.421 37.79595)
21870,150222,210-03540,10TH ST,POINT (-122.411606 37.77173)
21872,153076,590-00620,OAK ST,POINT (-122.420784 37.775314)
21874,160951,542-09060,LARKIN ST,POINT (-122.41805 37.786373)
21875,163962,203-24080,03RD ST,POINT (-122.38856 37.758797)
21876,140666,569-20740,MARKET ST,POINT (-122.42827 37.768192)
21879,158529,363-05160,COLUMBUS AVE,POINT (-122.409615 37.800022)
21880,159315,372-04310,CHINA BASIN ST,POINT (-122.38897 37.771957)
21881,153298,419-04360,FRANKLIN ST,POINT (-122.421555 37.7787)
21882,148612,203-21220,03RD ST,POINT (-122.38886 37.762486)
21884,148811,474-01120,HENRY ADAMS ST,POINT (-122.40392 37.768185)
21885,141502,218-41040,18TH ST,POINT (-122.4356 37.761093)
21887,160171,359-16560,CLAY ST,POINT (-122.42077 37.792465)
21888,152943,415-11260,FILLMORE ST,POINT (-122.43204 37.78037)
21889,160737,440-08150,GEARY ST,POINT (-122.41707 37.786163)
21890,162843,593-05230,OFARRELL ST,POINT (-122.41378 37.785633)
21891,141180,224-41010,24TH ST,POINT (-122.43423 37.75123)
21892,156319,370-01120,CAPP ST,POINT (-122.41872 37.76464)
21893,158289,216-30400,16TH ST,POINT (-122.42131 37.765015)
21894,149569,203-21360,03RD ST,POINT (-122.38885 37.762108)
21895,149826,615-02120,POTRERO AVE,POINT (-122.40777 37.766705)
21896,153232,419-04120,FRANKLIN ST,POINT (-122.42151 37.778473)
21897,150214,692-02320,UTAH ST,POINT (-122.40671 37.7667)
21898,146767,384-18190,DIVISADERO ST,POINT (-122.44026 37.78669)
21899,150668,568-17220,MISSION ST,POINT (-122.42015 37.769276)
21900,161893,616-13270,POWELL ST,POINT (-122.41028 37.797123)
21901,159131,600-08070,PACIFIC AVE,POINT (-122.40877 37.796616)
21902,140306,462-14200,HAIGHT ST,POINT (-122.44604 37.770176)
21903,157726,840-22290,GRANT AVE,POINT (-122.40909 37.80796)
21904,161336,585-03290,NORTH POINT ST,POINT (-122.41306 37.806572)
21905,145765,413-21430,FILBERT ST,POINT (-122.43532 37.798008)
21906,150567,491-11480,INDIANA ST,POINT (-122.391045 37.75556)
21907,157488,847-02530,JEFFERSON ST,POINT (-122.41706 37.808)
21908,152954,423-13050,FULTON ST,POINT (-122.43845 37.77675)
21909,150106,470-16240,HOWARD ST,POINT (-122.41734 37.771168)
21910,159057,444-15280,GRANT AVE,POINT (-122.40767 37.801373)
21912,149558,493-06340,ILLINOIS ST,POINT (-122.38792 37.763584)
21913,158001,211-01150,11TH ST,POINT (-122.4166 37.77404)
21914,158010,341-00180,BRADY ST,POINT (-122.42066 37.77303)
21916,147159,443-14060,GOUGH ST,POINT (-122.42481 37.786434)
21918,157464,700-04124,VALENCIA ST,POINT (-122.422104 37.766163)
21919,154036,547-00140,DR TOM WADELL PL,POINT (-122.418625 37.77794)
21920,149602,203-26040,03RD ST,POINT (-122.388336 37.756573)
21921,132407,645-01330,RHODE ISLAND ST,POINT (-122.40273 37.767666)
21924,159949,542-05140,LARKIN ST,POINT (-122.41734 37.782845)
21925,157548,363-09180,COLUMBUS AVE,POINT (-122.4142 37.803192)
21926,150356,606-16220,PINE ST,POINT (-122.42298 37.789364)
21927,164106,446-00760,GROVE ST,POINT (-122.41751 37.77867)
21928,146240,334-18080,BUCHANAN ST,POINT (-122.42998 37.786884)
21929,160341,651-12220,SANSOME ST,POINT (-122.40285 37.801987)
21930,146846,334-18130,BUCHANAN ST,POINT (-122.430115 37.786903)
21931,159300,577-05220,MISSION BAY BLVD NORTH,POINT (-122.39069 37.771084)
21932,132294,372-06290,CHINA BASIN ST,POINT (-122.39246 37.771748)
21933,141657,654-05220,SHRADER ST,POINT (-122.45185 37.769714)
21934,159737,542-10050,LARKIN ST,POINT (-122.418396 37.787308)
21935,140574,352-05250,CASTRO ST,POINT (-122.43481 37.760075)
21937,146275,614-22080,POST ST,POINT (-122.43841 37.784542)
21938,132223,684-06730,TOWNSEND ST,POINT (-122.40323 37.77044)
21939,146652,720-24380,WASHINGTON ST,POINT (-122.43426 37.791656)
21940,161861,542-05170,LARKIN ST,POINT (-122.41751 37.782887)
21941,149820,331-19260,BRYANT ST,POINT (-122.41025 37.762264)
21942,146118,350-28260,CALIFORNIA ST,POINT (-122.44141 37.78802)
21943,157454,219-33390,19TH ST,POINT (-122.41858 37.76022)
21944,147259,443-10160,GOUGH ST,POINT (-122.424126 37.783043)
21945,161149,724-00230,WILLOW ST,POINT (-122.41844 37.783638)
21946,158676,836-00140,FRANCISCO ST,POINT (-122.405945 37.80567)
21947,150352,650-24440,SACRAMENTO ST,POINT (-122.43382 37.78991)
21948,140842,303-06080,ASHBURY ST,POINT (-122.44681 37.76978)
21949,150204,470-15550,HOWARD ST,POINT (-122.41657 37.771984)
21951,146536,722-28220,WEBSTER ST,POINT (-122.43372 37.797092)
21953,162855,847-00310,JEFFERSON ST,POINT (-122.41355 37.808434)
21956,145914,691-21200,UNION ST,POINT (-122.43459 37.79726)
21957,158080,215-16200,15TH ST,POINT (-122.42074 37.76666)
21958,161188,593-09030,OFARRELL ST,POINT (-122.419685 37.78488)
21959,146324,619-00270,PETER YORKE WAY,POINT (-122.42405 37.78568)
21960,160828,562-04240,MASON ST,POINT (-122.40992 37.787785)
21961,154299,411-00110,FELL ST,POINT (-122.41803 37.77648)
21962,156911,700-01630,VALENCIA ST,POINT (-122.42228 37.77024)
21963,146654,415-30260,FILLMORE ST,POINT (-122.43555 37.797806)
21964,162818,666-08150,SUTTER ST,POINT (-122.41418 37.78845)
21965,149617,491-09040,INDIANA ST,POINT (-122.39135 37.75885)
21967,141576,218-40240,18TH ST,POINT (-122.434616 37.76096)
21968,146920,350-28370,CALIFORNIA ST,POINT (-122.44163 37.787823)
21969,154348,423-03030,FULTON ST,POINT (-122.42185 37.778866)
21970,150347,415-22070,FILLMORE ST,POINT (-122.434135 37.79011)
21971,160774,472-06070,HYDE ST,POINT (-122.416565 37.78658)
21973,145725,691-21220,UNION ST,POINT (-122.43467 37.79725)
21974,159923,326-03360,BEACH ST,POINT (-122.41539 37.80735)
21976,149790,215-15190,15TH ST,POINT (-122.41852 37.7667)
21977,145679,354-23110,CHESTNUT ST,POINT (-122.441635 37.800064)
21978,146391,440-19070,GEARY BLVD,POINT (-122.43486 37.783897)
21979,146317,614-19440,POST ST,POINT (-122.43454 37.78503)
21980,161228,363-11370,COLUMBUS AVE,POINT (-122.41702 37.804928)
21981,149807,209-05230,09TH ST,POINT (-122.407776 37.770832)
21982,164685,415-19120,FILLMORE ST,POINT (-122.433464 37.787457)
21983,148523,204-15220,04TH ST,POINT (-122.391136 37.768955)
21984,156711,443-00270,GOUGH ST,POINT (-122.421196 37.772327)
21985,148680,207-07110,07TH ST,POINT (-122.400566 37.77099)
21986,164026,691-22490,UNION ST,POINT (-122.43685 37.79685)
21987,149728,492-08410,IOWA ST,POINT (-122.391846 37.75541)
21988,152492,415-13310,FILLMORE ST,POINT (-122.432556 37.78227)
21989,159098,363-04290,COLUMBUS AVE,POINT (-122.40849 37.799026)
21991,141099,224-30150,24TH ST,POINT (-122.41251 37.752533)
21992,141671,218-41190,18TH ST,POINT (-122.43569 37.760788)
21993,149935,216-29160,16TH ST,POINT (-122.41823 37.7652)
21995,161763,440-07260,GEARY ST,POINT (-122.4158 37.78645)
21996,146420,614-20350,POST ST,POINT (-122.436005 37.78471)
21997,140727,329-00020,BELVEDERE ST,POINT (-122.44954 37.769547)
21998,157612,857-17070,MONTGOMERY ST,POINT (-122.40524 37.804882)
21999,146989,336-26110,BUSH ST,POINT (-122.44054 37.786045)
22000,159270,869-05410,TERRY A FRANCOIS BLVD,POINT (-122.38627 37.77004)
22001,156873,446-13050,GROVE ST,POINT (-122.43818 37.77584)
22002,158088,464-05340,HAYES ST,POINT (-122.425865 37.77657)
22003,157696,664-15120,STOCKTON ST,POINT (-122.409 37.79989)
22004,157569,720-18080,WASHINGTON ST,POINT (-122.423325 37.79304)
22005,160911,401-07170,ELLIS ST,POINT (-122.41834 37.784096)
22007,153049,590-00180,OAK ST,POINT (-122.419945 37.77542)
22009,149616,222-07050,22ND ST,POINT (-122.3887 37.757877)
22010,158038,568-14210,MISSION ST,POINT (-122.41642 37.77475)
22011,154117,443-05120,GOUGH ST,POINT (-122.42315 37.77821)
22013,160895,593-06420,OFARRELL ST,POINT (-122.41607 37.78545)
22015,158976,327-15080,BROADWAY,POINT (-122.422165 37.79597)
22016,164633,705-06054,VALLEJO ST,POINT (-122.40747 37.798687)
22018,153143,590-00370,OAK ST,POINT (-122.42066 37.775192)
22019,164167,700-08350,VALENCIA ST,POINT (-122.42122 37.759216)
22021,150257,596-01050,OTIS ST,POINT (-122.42017 37.771584)
22022,146922,666-20070,SUTTER ST,POINT (-122.43355 37.785988)
22023,154320,419-05020,FRANKLIN ST,POINT (-122.42164 37.7791)
22027,160310,869-05640,TERRY A FRANCOIS BLVD,POINT (-122.385864 37.76975)
22029,152966,701-01050,VAN NESS AVE,POINT (-122.41969 37.77657)
22030,147060,540-16270,LAGUNA ST,POINT (-122.42835 37.786537)
22031,153335,590-01370,OAK ST,POINT (-122.422104 37.77501)
22033,163945,363-04190,COLUMBUS AVE,POINT (-122.40836 37.798935)
22034,148607,491-09300,INDIANA ST,POINT (-122.39129 37.758194)
22035,157943,568-15290,MISSION ST,POINT (-122.41773 37.77368)
22039,160056,585-05450,NORTH POINT ST,POINT (-122.416855 37.806095)
22042,159906,502-28160,JONES ST,POINT (-122.41729 37.80761)
22043,156617,462-04040,HAIGHT ST,POINT (-122.42904 37.772343)
22044,148875,209-04300,09TH ST,POINT (-122.40932 37.771812)
22045,149682,492-07510,IOWA ST,POINT (-122.39192 37.756535)
22047,152927,443-04230,GOUGH ST,POINT (-122.423164 37.77744)
22048,154440,443-03050,GOUGH ST,POINT (-122.422905 37.77617)
22049,158611,612-18250,POLK ST,POINT (-122.421394 37.79378)
22051,159689,546-03170,LEAVENWORTH ST,POINT (-122.41443 37.78435)
22052,146308,666-20030,SUTTER ST,POINT (-122.4334 37.786007)
22053,140967,462-13070,HAIGHT ST,POINT (-122.44392 37.770325)
22055,162824,614-11300,POST ST,POINT (-122.420906 37.78675)
22056,150805,606-16350,PINE ST,POINT (-122.42331 37.78919)
22057,146287,350-24090,CALIFORNIA ST,POINT (-122.43417 37.788773)
22058,154395,423-03240,FULTON ST,POINT (-122.4227 37.778893)
22059,162037,218-34320,18TH ST,POINT (-122.42071 37.761803)
22061,157785,616-15060,POWELL ST,POINT (-122.410416 37.798637)
22062,156370,700-08460,VALENCIA ST,POINT (-122.42141 37.758938)
22063,158840,836-00030,FRANCISCO ST,POINT (-122.40558 37.805607)
22064,161429,681-25290,TAYLOR ST,POINT (-122.41545 37.806168)
22065,161817,363-13340,COLUMBUS AVE,POINT (-122.41911 37.806576)
22066,140700,700-09240,VALENCIA ST,POINT (-122.4213 37.757828)
22067,132330,204-13140,04TH ST,POINT (-122.39136 37.771378)
22068,164597,500-16090,JACKSON ST,POINT (-122.421814 37.794033)
22069,153898,686-09100,TURK ST,POINT (-122.42436 37.781536)
22070,160166,836-00340,FRANCISCO ST,POINT (-122.40668 37.80558)
22071,152622,701-05020,VAN NESS AVE,POINT (-122.42011 37.780277)
22072,145647,549-20090,LOMBARD ST,POINT (-122.43475 37.799892)
22073,162950,691-21130,UNION ST,POINT (-122.434326 37.79717)
22074,146832,419-15120,FRANKLIN ST,POINT (-122.42358 37.78869)
22077,141030,103-13720,03RD AVE,POINT (-122.459724 37.763176)
22079,160882,614-11080,POST ST,POINT (-122.42026 37.786835)
22080,162891,444-12010,GRANT AVE,POINT (-122.40718 37.798462)
22081,157076,218-33190,18TH ST,POINT (-122.41804 37.761856)
22083,160685,472-08260,HYDE ST,POINT (-122.41688 37.78886)
22084,146149,666-24040,SUTTER ST,POINT (-122.44021 37.78525)
22085,149800,692-01580,UTAH ST,POINT (-122.4068 37.76765)
22086,159792,614-08170,POST ST,POINT (-122.41564 37.787296)
22087,152938,464-04180,HAYES ST,POINT (-122.423744 37.77684)
22089,158789,600-17160,PACIFIC AVE,POINT (-122.42395 37.794773)
22090,162816,401-05170,ELLIS ST,POINT (-122.41512 37.7845)
22091,153123,415-12150,FILLMORE ST,POINT (-122.43229 37.780975)
22092,159799,681-04230,TAYLOR ST,POINT (-122.41154 37.78669)
22093,156289,217-32380,17TH ST,POINT (-122.418884 37.763523)
22094,156480,464-12380,HAYES ST,POINT (-122.43758 37.775066)
22096,161071,691-15320,UNION ST,POINT (-122.42519 37.79846)
22097,150775,415-30270,FILLMORE ST,POINT (-122.4357 37.797783)
22098,141531,462-15040,HAIGHT ST,POINT (-122.447174 37.77003)
22099,161719,593-05310,OFARRELL ST,POINT (-122.41407 37.7856)
22100,164045,419-07230,FRANKLIN ST,POINT (-122.422295 37.781456)
22101,156655,212-00120,12TH ST,POINT (-122.42001 37.774086)
22102,132446,204-14070,04TH ST,POINT (-122.391 37.77032)
22103,153692,724-01410,WILLOW ST,POINT (-122.42028 37.783405)
22104,158140,568-14320,MISSION ST,POINT (-122.41691 37.774567)
22105,159033,447-01070,GREENWICH ST,POINT (-122.402336 37.803135)
22107,158957,500-16031,JACKSON ST,POINT (-122.42161 37.794056)
22108,153941,400-08010,EDDY ST,POINT (-122.42104 37.782806)
22109,146185,619-00240,PETER YORKE WAY,POINT (-122.424255 37.785667)
22110,154269,464-03230,HAYES ST,POINT (-122.422195 37.776917)
22111,154470,568-20430,MISSION ST,POINT (-122.41944 37.763767)
22112,158568,612-19090,POLK ST,POINT (-122.42151 37.79435)
22113,140654,361-06030,CLAYTON ST,POINT (-122.44859 37.76959)
22114,154304,563-06090,MCALLISTER ST,POINT (-122.422325 37.779766)
22115,159147,444-13100,GRANT AVE,POINT (-122.40721 37.799107)
22116,160853,573-00030,MYRTLE ST,POINT (-122.41818 37.785583)
22117,148801,474-01360,HENRY ADAMS ST,POINT (-122.40386 37.767475)
22118,149715,492-07310,IOWA ST,POINT (-122.39199 37.75723)
22119,152577,419-11080,FRANKLIN ST,POINT (-122.4228 37.784855)
22120,160762,472-06250,HYDE ST,POINT (-122.416664 37.787037)
22121,149781,568-17230,MISSION ST,POINT (-122.4199 37.769268)
22123,160208,585-01220,NORTH POINT ST,POINT (-122.409386 37.807163)
22124,150637,331-19180,BRYANT ST,POINT (-122.41027 37.762497)
22125,160137,500-16120,JACKSON ST,POINT (-122.42192 37.794125)
22126,148679,207-13080,07TH ST,POINT (-122.396545 37.767624)
22127,140787,569-20640,MARKET ST,POINT (-122.42803 37.768383)
22128,146629,354-21330,CHESTNUT ST,POINT (-122.43895 37.800404)
22129,141582,462-15240,HAIGHT ST,POINT (-122.44776 37.76996)
22130,158350,700-04480,VALENCIA ST,POINT (-122.42202 37.76529)
22131,146418,614-20310,POST ST,POINT (-122.43586 37.78473)
22132,152612,594-01310,OLIVE ST,POINT (-122.42042 37.784344)
22133,159918,326-02320,BEACH ST,POINT (-122.4134 37.807606)
22134,153251,411-01070,FELL ST,POINT (-122.41994 37.776237)
22135,150795,350-24150,CALIFORNIA ST,POINT (-122.43431 37.788754)
22136,132209,339-04580,BERRY ST,POINT (-122.39943 37.771072)
22138,158152,568-14020,MISSION ST,POINT (-122.41611 37.775204)
22139,157386,217-33190,17TH ST,POINT (-122.42031 37.763313)
22140,159982,325-04070,BAY ST,POINT (-122.413925 37.8055)
22141,146732,666-13080,SUTTER ST,POINT (-122.422295 37.787537)
22144,163003,440-11070,GEARY BLVD,POINT (-122.421745 37.78557)
22145,159661,472-04100,HYDE ST,POINT (-122.41605 37.784794)
22146,146122,419-12190,FRANKLIN ST,POINT (-122.42322 37.786057)
22147,160604,401-07290,ELLIS ST,POINT (-122.41865 37.784058)
22148,159326,372-05330,CHINA BASIN ST,POINT (-122.39092 37.771828)
22149,162954,606-16380,PINE ST,POINT (-122.423454 37.789307)
22150,161232,326-04180,BEACH ST,POINT (-122.416374 37.80723)
22151,163018,663-16120,STEINER ST,POINT (-122.43459 37.784687)
22152,150565,491-11440,INDIANA ST,POINT (-122.391045 37.75561)
22154,161130,847-01090,JEFFERSON ST,POINT (-122.41452 37.808315)
22155,150380,652-32210,SCOTT ST,POINT (-122.44117 37.799763)
22157,161014,724-00470,WILLOW ST,POINT (-122.41891 37.78358)
22158,145813,691-18210,UNION ST,POINT (-122.42963 37.797768)
