,PARKING_SPACE_ID,POST_ID,STREET_NAME,shape
3955,163867,472-10220,HYDE ST,POINT (-122.41724 37.790653)
3956,136800,330-02780,BRANNAN ST,POINT (-122.39152 37.78239)
3957,138559,552-06140,LONG BRIDGE ST,POINT (-122.39197 37.77317)
3958,137871,671-00170,SOUTH PARK,POINT (-122.39305 37.78217)
3959,162655,684-05061,TOWNSEND ST,POINT (-122.39954 37.77332)
3961,155952,593-02120,OFARRELL ST,POINT (-122.40835 37.78643)
3964,133824,561-02216,MAIN ST,POINT (-122.39291 37.790333)
3965,137526,375-00700,COLIN P KELLY JR ST,POINT (-122.39043 37.781685)
3966,138786,470-05260,HOWARD ST,POINT (-122.396736 37.788063)
3967,139285,614-00350,POST ST,POINT (-122.40314 37.7889)
3968,159608,614-09080,POST ST,POINT (-122.416985 37.787266)
3969,137576,330-03460,BRANNAN ST,POINT (-122.39306 37.78117)
3970,133663,350-00140,CALIFORNIA ST,POINT (-122.39703 37.79365)
3971,132506,831-05320,EMBARCADERO SOUTH,POINT (-122.38814 37.786076)
3973,136985,330-04560,BRANNAN ST,POINT (-122.39557 37.779186)
3974,139945,580-01170,NATOMA ST,POINT (-122.39913 37.786865)
3975,133921,658-00730,SPEAR ST,POINT (-122.394394 37.792915)
3978,132515,658-01440,SPEAR ST,POINT (-122.39287 37.791492)
3979,154527,471-06760,HARRISON ST,POINT (-122.39722 37.782795)
3981,132845,418-00650,FOLSOM ST,POINT (-122.390366 37.79041)
3983,134164,500-07030,JACKSON ST,POINT (-122.40684 37.79595)
3984,131491,471-00040,HARRISON ST,POINT (-122.38886 37.7894)
3985,136908,670-01710,STILLMAN ST,POINT (-122.398 37.78039)
3986,139469,570-01180,MINNA ST,POINT (-122.39975 37.787212)
3987,162767,542-01180,LARKIN ST,POINT (-122.4166 37.77934)
3988,143834,568-11470,MISSION ST,POINT (-122.411964 37.77828)
3989,155642,206-01360,06TH ST,POINT (-122.40788 37.7802)
3991,135528,600-04320,PACIFIC AVE,POINT (-122.40329 37.79738)
3992,137757,331-04420,BRYANT ST,POINT (-122.39467 37.782356)
3993,133761,420-03100,FREMONT ST,POINT (-122.39331 37.787647)
3994,162553,324-05240,BATTERY ST,POINT (-122.40053 37.79651)
3995,138019,371-00270,CLARENCE PL,POINT (-122.39241 37.779503)
3996,134605,561-00252,MAIN ST,POINT (-122.3959 37.79272)
3999,138725,324-03220,BATTERY ST,POINT (-122.40019 37.79479)
4000,137150,203-06560,03RD ST,POINT (-122.39312 37.77903)
4001,132811,471-02160,HARRISON ST,POINT (-122.39088 37.787807)
4002,133912,201-02090,01ST ST,POINT (-122.39558 37.78831)
4005,155001,401-01390,ELLIS ST,POINT (-122.409065 37.785275)
4007,132031,472-08110,HYDE ST,POINT (-122.41697 37.788532)
4008,143776,563-03250,MCALLISTER ST,POINT (-122.417656 37.78028)
4009,144154,336-13460,BUSH ST,POINT (-122.420074 37.788784)
4010,154724,661-01420,STEVENSON ST,POINT (-122.40137 37.788406)
4011,131618,418-01150,FOLSOM ST,POINT (-122.39132 37.789658)
4012,139533,827-03030,CHINA BASIN ST,POINT (-122.38712 37.772064)
4014,137063,330-03750,BRANNAN ST,POINT (-122.393555 37.78054)
4015,133747,328-00430,BEALE ST,POINT (-122.3961 37.791508)
4017,143541,502-01120,JONES ST,POINT (-122.41222 37.782482)
4018,135877,363-01120,COLUMBUS AVE,POINT (-122.40461 37.796555)
4020,132678,864-04780,SPEAR ST,POINT (-122.38843 37.787945)
4021,132544,864-04770,SPEAR ST,POINT (-122.38846 37.788174)
4022,144005,350-14200,CALIFORNIA ST,POINT (-122.41814 37.790966)
4023,154494,568-06210,MISSION ST,POINT (-122.40026 37.787518)
4024,136547,600-04340,PACIFIC AVE,POINT (-122.40337 37.797367)
4026,138385,340-01339,BLUXOME ST,POINT (-122.39868 37.775276)
4027,143499,470-11890,HOWARD ST,POINT (-122.41121 37.776405)
4028,131883,681-07260,TAYLOR ST,POINT (-122.41193 37.789368)
4029,135035,331-03380,BRYANT ST,POINT (-122.39234 37.78408)
4030,135385,720-04370,WASHINGTON ST,POINT (-122.40122 37.795696)
4033,137000,684-00830,TOWNSEND ST,POINT (-122.390114 37.7808)
4034,136556,444-07130,GRANT AVE,POINT (-122.406235 37.793774)
4035,163702,525-00611,KAPLAN LN,POINT (-122.399 37.784885)
4036,143879,423-01610,FULTON ST,POINT (-122.41627 37.779495)
4037,156105,470-11130,HOWARD ST,POINT (-122.409706 37.777596)
4038,136333,671-00100,SOUTH PARK,POINT (-122.3931 37.782356)
4039,136034,720-05240,WASHINGTON ST,POINT (-122.40261 37.79567)
4040,136164,571-05270,MONTGOMERY ST,POINT (-122.40316 37.794468)
4041,139411,525-00314,KAPLAN LN,POINT (-122.39892 37.78498)
4043,131647,658-02180,SPEAR ST,POINT (-122.39201 37.79081)
4045,135730,720-08350,WASHINGTON ST,POINT (-122.40759 37.794956)
4046,131679,614-07140,POST ST,POINT (-122.41384 37.787663)
4047,135572,444-08070,GRANT AVE,POINT (-122.40638 37.79451)
4049,131519,470-01050,HOWARD ST,POINT (-122.39266 37.791065)
4050,140215,463-00300,HAWTHORNE ST,POINT (-122.398575 37.785213)
4051,131632,826-06440,DELANCEY ST,POINT (-122.38944 37.78317)
4053,132933,470-01150,HOWARD ST,POINT (-122.39292 37.790855)
4054,155980,470-09800,HOWARD ST,POINT (-122.40672 37.780178)
4055,135100,720-05520,WASHINGTON ST,POINT (-122.40296 37.795624)
4056,136233,720-05070,WASHINGTON ST,POINT (-122.40205 37.795612)
4057,135266,327-01390,BROADWAY,POINT (-122.40088 37.79851)
4059,132874,658-01970,SPEAR ST,POINT (-122.39258 37.791462)
4061,161663,472-10180,HYDE ST,POINT (-122.417206 37.79053)
4062,135005,445-01380,GREEN ST,POINT (-122.40245 37.80038)
4063,139682,471-06220,HARRISON ST,POINT (-122.395874 37.78386)
4064,136714,471-07780,HARRISON ST,POINT (-122.39956 37.780945)
4065,138690,684-04013,TOWNSEND ST,POINT (-122.39806 37.774483)
4066,136313,324-06320,BATTERY ST,POINT (-122.400696 37.797302)
4067,131769,350-14340,CALIFORNIA ST,POINT (-122.41854 37.79092)
4068,131736,666-12380,SUTTER ST,POINT (-122.42106 37.787693)
4069,134386,380-03010,DAVIS ST,POINT (-122.39807 37.795444)
4070,144694,542-03080,LARKIN ST,POINT (-122.41692 37.78081)
4071,155248,470-11040,HOWARD ST,POINT (-122.40966 37.777855)
4073,143673,442-02340,GOLDEN GATE AVE,POINT (-122.41493 37.781788)
4074,131652,818-01360,BRANNAN ST,POINT (-122.38886 37.78448)
4075,131696,666-06390,SUTTER ST,POINT (-122.411674 37.788765)
4076,138962,651-00011,SANSOME ST,POINT (-122.40072 37.790733)
4077,136266,520-06060,KEARNY ST,POINT (-122.40457 37.79383)
4079,135632,327-03220,BROADWAY,POINT (-122.403076 37.798397)
4080,131796,650-16260,SACRAMENTO ST,POINT (-122.41996 37.791656)
4081,136307,830-04150,EMBARCADERO NORTH,POINT (-122.39722 37.798454)
4082,137615,831-07160,EMBARCADERO SOUTH,POINT (-122.388535 37.781296)
